,1102
2008-05-18,0
2008-05-25,0
2008-06-01,0
2008-06-08,46
2008-06-15,0
2008-06-22,0
2008-06-29,0
2008-07-06,0
2008-07-13,49
2008-07-20,49
2008-07-27,0
2008-08-03,50
2008-08-10,100
2008-08-17,0
2008-08-24,0
2008-08-31,0
2008-09-07,0
2008-09-14,47
2008-09-21,0
2008-09-28,0
2008-10-05,49
2008-10-12,46
2008-10-19,0
2008-10-26,0
2008-11-02,0
2008-11-09,0
2008-11-16,0
2008-11-23,0
2008-11-30,0
2008-12-07,0
2008-12-14,0
2008-12-21,0
2008-12-28,0
2009-01-04,51
2009-01-11,0
2009-01-18,0
2009-01-25,0
2009-02-01,0
2009-02-08,53
2009-02-15,0
2009-02-22,51
2009-03-01,0
2009-03-08,0
2009-03-15,0
2009-03-22,0
2009-03-29,0
2009-04-05,0
2009-04-12,0
2009-04-19,0
2009-04-26,0
2009-05-03,100
2009-05-10,0
2009-05-17,0
2009-05-24,0
2009-05-31,0
2009-06-07,94
2009-06-14,47
2009-06-21,0
2009-06-28,0
2009-07-05,0
2009-07-12,0
2009-07-19,0
2009-07-26,0
2009-08-02,0
2009-08-09,0
2009-08-16,49
2009-08-23,0
2009-08-30,0
2009-09-06,0
2009-09-13,0
2009-09-20,47
2009-09-27,47
2009-10-04,45
2009-10-11,0
2009-10-18,0
2009-10-25,0
2009-11-01,45
2009-11-08,0
2009-11-15,0
2009-11-22,45
2009-11-29,45
2009-12-06,0
2009-12-13,0
2009-12-20,0
2009-12-27,0
2010-01-03,0
2010-01-10,99
2010-01-17,0
2010-01-24,100
2010-01-31,0
2010-02-07,0
2010-02-14,78
2010-02-21,0
2010-02-28,0
2010-03-07,0
2010-03-14,46
2010-03-21,0
2010-03-28,0
2010-04-04,49
2010-04-11,91
2010-04-18,0
2010-04-25,46
2010-05-02,46
2010-05-09,46
2010-05-16,92
2010-05-23,45
2010-05-30,0
2010-06-06,0
2010-06-13,0
2010-06-20,0
2010-06-27,46
2010-07-04,46
2010-07-11,46
2010-07-18,0
2010-07-25,0
2010-08-01,46
2010-08-08,0
2010-08-15,0
2010-08-22,0
2010-08-29,0
2010-09-05,0
2010-09-12,0
2010-09-19,0
2010-09-26,0
2010-10-03,40
2010-10-10,0
2010-10-17,0
2010-10-24,0
2010-10-31,0
2010-11-07,0
2010-11-14,39
2010-11-21,0
2010-11-28,0
2010-12-05,40
2010-12-12,80
2010-12-19,0
2010-12-26,0
2011-01-02,0
2011-01-09,0
2011-01-16,31
2011-01-23,31
2011-01-30,0
2011-02-06,0
2011-02-13,0
2011-02-20,0
2011-02-27,0
2011-03-06,0
2011-03-13,0
2011-03-20,53
2011-03-27,0
2011-04-03,29
2011-04-10,26
2011-04-17,0
2011-04-24,26
2011-05-01,26
2011-05-08,25
2011-05-15,25
2011-05-22,0
2011-05-29,0
2011-06-05,0
2011-06-12,0
2011-06-19,0
2011-06-26,0
2011-07-03,0
2011-07-10,0
2011-07-17,0
2011-07-24,0
2011-07-31,46
2011-08-07,0
2011-08-14,0
2011-08-21,0
2011-08-28,22
2011-09-04,0
2011-09-11,22
2011-09-18,0
2011-09-25,0
2011-10-02,62
2011-10-09,42
2011-10-16,21
2011-10-23,0
2011-10-30,80
2011-11-06,0
2011-11-13,0
2011-11-20,100
2011-11-27,0
2011-12-04,39
2011-12-11,19
2011-12-18,19
2011-12-25,0
2012-01-01,64
2012-01-08,0
2012-01-15,32
2012-01-22,0
2012-01-29,29
2012-02-05,30
2012-02-12,29
2012-02-19,28
2012-02-26,30
2012-03-04,29
2012-03-11,0
2012-03-18,0
2012-03-25,85
2012-04-01,57
2012-04-08,0
2012-04-15,0
2012-04-22,27
2012-04-29,0
2012-05-06,82
2012-05-13,0
2012-05-20,53
2012-05-27,26
2012-06-03,0
2012-06-10,76
2012-06-17,0
2012-06-24,52
2012-07-01,0
2012-07-08,0
2012-07-15,77
2012-07-22,25
2012-07-29,25
2012-08-05,50
2012-08-12,24
2012-08-19,0
2012-08-26,0
2012-09-02,100
2012-09-09,48
2012-09-16,25
2012-09-23,25
2012-09-30,72
2012-10-07,23
2012-10-14,23
2012-10-21,68
2012-10-28,45
2012-11-04,0
2012-11-11,0
2012-11-18,66
2012-11-25,22
2012-12-02,21
2012-12-09,0
2012-12-16,0
2012-12-23,0
2012-12-30,22
2013-01-06,33
2013-01-13,0
2013-01-20,0
2013-01-27,66
2013-02-03,0
2013-02-10,0
2013-02-17,60
2013-02-24,0
2013-03-03,0
2013-03-10,91
2013-03-17,30
2013-03-24,30
2013-03-31,93
2013-04-07,29
2013-04-14,59
2013-04-21,58
2013-04-28,0
2013-05-05,0
2013-05-12,57
2013-05-19,0
2013-05-26,56
2013-06-02,0
2013-06-09,56
2013-06-16,83
2013-06-23,28
2013-06-30,0
2013-07-07,0
2013-07-14,27
2013-07-21,26
2013-07-28,0
2013-08-04,0
2013-08-11,0
2013-08-18,51
2013-08-25,25
2013-09-01,27
2013-09-08,0
2013-09-15,0
2013-09-22,25
2013-09-29,0
2013-10-06,25
2013-10-13,51
2013-10-20,25
2013-10-27,100
2013-11-03,75
2013-11-10,49
2013-11-17,51
2013-11-24,77
2013-12-01,74
2013-12-08,49
2013-12-15,75
2013-12-22,50
2013-12-29,25
2014-01-05,22
2014-01-12,22
2014-01-19,22
2014-01-26,0
2014-02-02,21
2014-02-09,0
2014-02-16,40
2014-02-23,0
2014-03-02,0
2014-03-09,20
2014-03-16,100
2014-03-23,59
2014-03-30,20
2014-04-06,98
2014-04-13,0
2014-04-20,39
2014-04-27,20
2014-05-04,38
2014-05-11,19
2014-05-18,41
2014-05-25,22
2014-06-01,22
2014-06-08,21
2014-06-15,0
2014-06-22,44
2014-06-29,21
2014-07-06,0
2014-07-13,21
2014-07-20,0
2014-07-27,42
2014-08-03,43
2014-08-10,20
2014-08-17,0
2014-08-24,41
2014-08-31,0
2014-09-07,0
2014-09-14,20
2014-09-21,20
2014-09-28,41
2014-10-05,20
2014-10-12,21
2014-10-19,0
2014-10-26,0
2014-11-02,59
2014-11-09,19
2014-11-16,0
2014-11-23,0
2014-11-30,39
2014-12-07,39
2014-12-14,20
2014-12-21,38
2014-12-28,0
2015-01-04,21
2015-01-11,0
2015-01-18,22
2015-01-25,0
2015-02-01,21
2015-02-08,0
2015-02-15,0
2015-02-22,61
2015-03-01,100
2015-03-08,40
2015-03-15,19
2015-03-22,41
2015-03-29,41
2015-04-05,39
2015-04-12,58
2015-04-19,0
2015-04-26,39
2015-05-03,19
2015-05-10,0
2015-05-17,0
2015-05-24,74
2015-05-31,36
2015-06-07,74
2015-06-14,0
2015-06-21,54
2015-06-28,0
2015-07-05,18
2015-07-12,72
2015-07-19,55
2015-07-26,53
2015-08-02,35
2015-08-09,53
2015-08-16,34
2015-08-23,51
2015-08-30,35
2015-09-06,53
2015-09-13,53
2015-09-20,18
2015-09-27,0
2015-10-04,52
2015-10-11,52
2015-10-18,34
2015-10-25,0
2015-11-01,68
2015-11-08,17
2015-11-15,17
2015-11-22,18
2015-11-29,34
2015-12-06,17
2015-12-13,17
2015-12-20,17
2015-12-27,55
2016-01-03,0
2016-01-10,0
2016-01-17,16
2016-01-24,64
2016-01-31,0
2016-02-07,18
2016-02-14,30
2016-02-21,15
2016-02-28,58
2016-03-06,86
2016-03-13,42
2016-03-20,29
2016-03-27,44
2016-04-03,44
2016-04-10,28
2016-04-17,43
2016-04-24,14
2016-05-01,29
2016-05-08,0
2016-05-15,100
2016-05-22,14
2016-05-29,28
2016-06-05,57
2016-06-12,56
2016-06-19,86
2016-06-26,43
2016-07-03,14
2016-07-10,85
2016-07-17,58
2016-07-24,29
2016-07-31,43
2016-08-07,45
2016-08-14,16
2016-08-21,30
2016-08-28,74
2016-09-04,0
2016-09-11,43
2016-09-18,58
2016-09-25,0
2016-10-02,14
2016-10-09,29
2016-10-16,14
2016-10-23,29
2016-10-30,44
2016-11-06,0
2016-11-13,14
2016-11-20,56
2016-11-27,14
2016-12-04,26
2016-12-11,0
2016-12-18,27
2016-12-25,14
2017-01-01,13
2017-01-08,13
2017-01-15,13
2017-01-22,71
2017-01-29,27
2017-02-05,50
2017-02-12,63
2017-02-19,24
2017-02-26,12
2017-03-05,24
2017-03-12,58
2017-03-19,12
2017-03-26,24
2017-04-02,0
2017-04-09,36
2017-04-16,36
2017-04-23,0
2017-04-30,12
2017-05-07,24
2017-05-14,38
2017-05-21,38
2017-05-28,13
2017-06-04,0
2017-06-11,86
2017-06-18,83
2017-06-25,51
2017-07-02,38
2017-07-09,37
2017-07-16,62
2017-07-23,37
2017-07-30,49
2017-08-06,25
2017-08-13,25
2017-08-20,12
2017-08-27,0
2017-09-03,38
2017-09-10,0
2017-09-17,25
2017-09-24,100
2017-10-01,26
2017-10-08,37
2017-10-15,12
2017-10-22,25
2017-10-29,49
2017-11-05,12
2017-11-12,24
2017-11-19,37
2017-11-26,74
2017-12-03,87
2017-12-10,37
2017-12-17,64
2017-12-24,25
2017-12-31,24
2018-01-07,72
2018-01-14,14
2018-01-21,14
2018-01-28,14
2018-02-04,57
2018-02-11,0
2018-02-18,54
2018-02-25,52
2018-03-04,53
2018-03-11,92
2018-03-18,13
2018-03-25,65
2018-04-01,41
2018-04-08,13
2018-04-15,53
2018-04-22,92
2018-04-29,27
2018-05-06,13
2018-05-13,27
2018-05-20,66
2018-05-27,39
2018-06-03,39
2018-06-10,37
2018-06-17,0
2018-06-24,13
2018-07-01,12
2018-07-08,72
2018-07-15,52
2018-07-22,51
2018-07-29,13
2018-08-05,13
2018-08-12,100
2018-08-19,25
2018-08-26,38
2018-09-02,65
2018-09-09,52
2018-09-16,13
2018-09-23,13
2018-09-30,27
2018-10-07,55
2018-10-14,27
2018-10-21,54
2018-10-28,82
2018-11-04,26
2018-11-11,40
2018-11-18,40
2018-11-25,54
2018-12-02,54
2018-12-09,40
2018-12-16,80
2018-12-23,56
2018-12-30,0
2019-01-06,15
2019-01-13,32
2019-01-20,96
2019-01-27,32
2019-02-03,17
2019-02-10,60
2019-02-17,15
2019-02-24,30
2019-03-03,62
2019-03-10,62
2019-03-17,76
2019-03-24,92
2019-03-31,63
2019-04-07,0
2019-04-14,30
2019-04-21,30
2019-04-28,15
2019-05-05,45
2019-05-12,44
2019-05-19,44
2019-05-26,14
2019-06-02,57
2019-06-09,42
2019-06-16,14
2019-06-23,100
2019-06-30,84
2019-07-07,56
2019-07-14,29
2019-07-21,74
2019-07-28,15
2019-08-04,14
2019-08-11,70
2019-08-18,28
2019-08-25,28
2019-09-01,43
2019-09-08,71
2019-09-15,42
2019-09-22,28
2019-09-29,0
2019-10-06,70
2019-10-13,28
2019-10-20,68
2019-10-27,68
2019-11-03,69
2019-11-10,68
2019-11-17,97
2019-11-24,95
2019-12-01,98
2019-12-08,56
2019-12-15,69
2019-12-22,14
2019-12-29,41
2020-01-05,35
2020-01-12,95
2020-01-19,40
2020-01-26,13
2020-02-02,12
2020-02-09,46
2020-02-16,35
2020-02-23,23
2020-03-01,23
2020-03-08,55
2020-03-15,33
2020-03-22,33
2020-03-29,0
2020-04-05,55
2020-04-12,44
2020-04-19,33
2020-04-26,22
2020-05-03,44
2020-05-10,34
2020-05-17,44
2020-05-24,11
2020-05-31,53
2020-06-07,85
2020-06-14,43
2020-06-21,23
2020-06-28,22
2020-07-05,23
2020-07-12,11
2020-07-19,100
2020-07-26,45
2020-08-02,45
2020-08-09,34
2020-08-16,34
2020-08-23,57
2020-08-30,23
2020-09-06,23
2020-09-13,34
2020-09-20,12
2020-09-27,13
2020-10-04,12
2020-10-11,0
2020-10-18,12
2020-10-25,75
2020-11-01,36
2020-11-08,61
2020-11-15,49
2020-11-22,25
2020-11-29,51
2020-12-06,38
2020-12-13,15
